0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,class

0,53.33854141237835,99.40321926376429,137.63720427268203,171.81967291320282,129.4488315899375,164.24676556937126,167.88686666919483,162.68988905276197,137.27709204379295,192.06509313251067,227.69497139814047,259.88651369395836,135.6244815658294,194.17775361765828,229.4558781116753,260.7623439072444,127.3184982632139,174.39323381370048,208.75344308537763,239.88330496305906,okay

0,51.0,97.082439194738,133.96268137059664,165.07574019219177,124.06449935416659,156.66843970627906,160.0781059358212,153.48289807011074,131.73458164050928,184.95404834715026,218.68927728629038,247.09512338368802,130.98091464026353,189.45184084616332,223.61797781037194,253.56853117056934,124.03628501370073,170.42300314218147,203.48218595248088,233.4823333787805,okay

0,63.41135544995076,120.20815280171308,168.2914139223983,211.69081227110448,152.0690632574555,199.24858845171275,204.8243149628481,200.55173896029922,162.24980739587951,225.17770760001977,266.9925092582187,300.5628054167714,160.25292509030842,225.31977276750482,269.04646438858845,304.04111564063174,148.66068747318505,202.0,239.88538930080756,270.2831848265815,okay

0,35.77708763999664,67.11929677819934,95.2102935611481,120.61509026651682,83.81527307120105,111.35977729862789,117.88977903109328,116.84605256490268,93.05912099305473,128.5496013218244,153.68799562750502,175.1142484208524,97.0,134.13426109685773,158.61904047118682,178.36199146679206,96.5090669315583,126.58988901172162,147.2311108427835,164.77863939236784,okay

0,29.154759474226502,56.938563381947034,79.32212806020776,95.13148795220224,69.77105417004964,91.4166286842826,97.20082304178294,96.20810776644555,74.0,101.59232254457027,120.01666550941998,135.95587519485872,74.33034373659252,102.59142264341595,122.57650672131263,136.79546776117988,71.06335201775948,95.00526301210897,113.00442469213318,126.0,okay

0,38.27531841800928,70.71067811865476,100.9554357129917,124.96399481450646,87.98295289429652,118.15244390193544,123.84667940643382,120.96693763173474,92.35799911215054,129.46814279968643,153.40469353966978,176.70597047072292,91.7877987534291,130.23056476879765,154.7804897265802,174.88853593074649,89.45389874119518,119.10499569707393,139.00359707575916,156.259399717265,okay

0,38.63935817272331,72.0,99.12618221237011,120.3536455617361,81.02468759581859,109.9317970379817,112.40106761058811,107.56393447619885,87.72684879784524,124.85191228010886,145.49914089093448,161.54875425084526,91.8313671900838,131.64345787011217,153.60013020827813,170.29386365926402,96.25487000666512,130.80137613954986,152.3975065412817,170.42593699317015,okay

0,41.036569057366385,78.10249675906654,112.29425630903836,140.24621207005913,103.07764064044152,129.75746606650424,134.33167906342868,131.36970731489052,112.64102272262978,159.0125781188394,190.12890364171355,219.44703233354514,111.40017953306898,160.3527361787132,189.76301009416983,216.6679487141557,101.96568050084302,139.26952286842948,168.6001186239203,195.0,okay

0,54.56189146281496,101.24228365658294,145.13442045221387,173.64907140552177,118.90332207301863,156.6780137734711,169.43435306926398,171.04677722775136,127.63228431709588,179.79988876526036,212.07781590727495,240.16869071550522,131.79529581893277,184.8053029542172,217.75444886385216,243.58981916328113,133.2216198670471,175.07141400011596,202.07176942858692,225.656819085974,okay

0,53.009433122794285,100.60318086422517,138.4629914453678,164.7573974060042,129.07362240210043,170.23806859806652,172.88724649319857,168.15766411317682,133.30416347586447,191.049731745428,227.75864418282788,257.42183279589943,131.0267148332736,185.20529150107996,220.6762334280699,251.21305698549986,123.97580409095961,164.57521077003062,193.12690128513947,218.8355546980426,okay

0,53.225933528685054,102.34256201600583,143.28293687665675,171.49344010777787,127.45587471748802,163.29421300217592,173.55690709389816,178.33956375409244,131.21737689803132,187.72320048411703,224.11604137142882,255.21951336055793,128.191263352851,180.00555546982432,213.71242359769354,242.39636960977776,123.1665539016173,161.5239920259526,188.04254837669055,212.05895406702354,okay

0,51.61395160225576,99.70456358662827,139.51702405083043,168.80758276807353,127.3459854098275,168.88457596832222,172.66151858477326,164.30459518832697,132.6386067478093,186.4296113818832,222.24535990656813,251.5094431626773,130.31116606031887,184.2199772011711,218.43534512527958,247.77812655680484,125.15989773086265,167.20047846821492,195.1640335717624,220.02045359466015,okay

0,47.01063709417264,96.04686356149273,137.43725841270262,168.80758276807353,123.03251602726817,146.2908062729849,159.3643623900902,165.19382555047267,131.59407281484982,180.5796223276591,212.31344752511555,242.52834885843757,131.01526628603247,179.06981878585793,206.196508214858,229.31419493786248,122.98373876248843,160.64868502418562,190.53870997778904,217.4948275247023,okay

0,54.589376255824725,101.21264743103995,145.0,174.0028735394907,117.39250401963491,154.1557653803451,170.0,179.7247896090019,125.15989773086265,175.32826355154492,207.62466134830902,236.54386485385749,127.39309243440164,178.0028089666003,208.08652046684813,231.5534495532295,128.39003076563228,167.86899654194636,194.28329830430613,216.31689716709604,okay

0,30.463092423455635,58.82176467941097,81.68843247363729,99.00505037623081,70.3846574190711,95.70788891204319,97.63708311906906,93.08598175880189,73.97972695272672,104.9952379872535,125.7179382586272,142.46754016266303,75.05997601918082,106.21205204683694,125.92855117089213,142.87407042567241,75.13321502504735,100.31948963187563,117.01709276853532,131.06105447462264,okay

0,27.16615541441225,52.20153254455275,72.73238618387272,90.07774419910837,61.84658438426491,83.43860018001261,85.80209787645055,83.35466393669883,66.88796603276258,94.2019108086455,111.19802156513397,125.86500705120545,68.54195795277518,95.88013350011565,112.6454615153225,126.03570922560003,69.12307863514182,92.97311439335567,108.46197490364999,120.30378215168466,okay

0,30.083217912982647,58.05170109479997,85.0,106.47065323364932,70.2353187506115,88.23264701911646,96.17692030835673,98.04590761474952,77.62087348130012,108.72442227944924,128.47178678604885,147.14618581533128,79.39773296511683,111.39569111954016,131.89389675038038,148.8220413782851,78.39005038906404,104.78549517943789,125.15989773086265,142.80406156688963,okay

0,35.05709628591621,61.61168720299745,87.55569655939013,108.52188719332152,73.06161783043132,91.93475947648963,98.6154146165801,99.72462083156798,83.2586331859946,116.84605256490268,136.74063039199433,151.40013210033868,89.88882021697692,128.15615474880636,149.83324063771698,164.12799883018133,95.2732911156112,127.01574705523721,148.24641648282767,164.62381358722072,okay

0,49.49747468305833,85.60373823613078,115.0,144.26711336961034,108.07404868885037,144.9310180741169,144.66858677681205,135.5949851580065,116.03878661895772,165.77394246382633,197.60819821049935,220.43593173527768,116.52038448271615,167.0029939851379,198.16155025635018,221.50846484954022,113.6001760562016,155.42522317822161,184.43969204051496,206.2862089428181,okay

0,52.630789467763066,82.68010643437755,110.67971810589327,136.75159962501354,105.23307464861035,134.4953530795767,135.67977004697494,131.48764200486676,108.664621657649,158.0,183.7879212570837,205.35335400231475,108.85311203635843,160.79800993793424,189.16923639957952,209.0095691589263,109.04127658827184,148.66068747318505,175.2512482123879,194.74342094150447,okay

0,52.15361924162119,90.87353850269065,124.78781991845197,157.19096666157378,110.42191811411355,147.48898263938224,149.4824404403407,143.95138068111746,117.72000679578642,166.54428840401582,194.50449866262733,212.00235847744713,117.74548823628021,170.06175348972502,199.84243793548956,221.18318200080222,114.06138698087096,157.09869509324386,185.6582882609877,207.78113485107352,okay

0,55.47071299343465,97.04638066409278,130.59862173851607,162.7912774076056,124.19742348374221,162.00308639035245,164.97575579460153,158.7734234687909,126.01983970788092,177.02542190318317,207.76188293332345,230.63390904201404,123.76186811776881,175.55910685578235,206.08736011701444,229.0589443789524,117.44360348695028,157.9271984174987,186.11824198610947,209.95475703112803,okay

0,49.49747468305833,94.81033698917012,133.4541119636259,168.5852899869974,124.01612798341996,163.11039206623224,165.5203914930121,161.13658802394943,132.74034804836094,183.0027322200409,212.24985276791125,233.57439928211312,133.41664064126334,185.43192821086663,218.14673960433146,243.16660954991332,126.28935030318273,172.04650534085255,203.9730374338726,228.52789764052878,okay

0,51.54609587543949,94.41398201537736,131.24404748406687,160.0312469488381,105.19030373565806,142.88806808127822,149.80654191322887,147.18695594379278,111.6288493177279,155.3479964466874,181.8350901228913,200.24984394500785,114.6298390472568,158.90248582070703,187.85632808079689,210.02142747824567,116.96580696938743,154.39235732380018,178.0028089666003,196.4993638666548,okay

0,63.28506932918696,129.41792766073794,186.63868837944614,208.4034548657963,164.39586369492392,214.6928037918365,208.1465829649865,188.7882411592417,167.88686666919483,235.05318547086316,276.00724628168734,314.8158191705112,165.04847772699995,225.01999911119012,264.2290672882149,296.7439974119106,157.69590990257166,200.44949488586894,228.8864347225497,254.16726775885206,okay

0,62.03224967708329,101.53324578678651,136.40014662748717,169.49631264425784,123.82245353731285,166.35203635663737,167.10774967068403,159.53056133543816,126.11502686040232,182.00274723201295,210.06903627141244,232.28000344411913,122.56018929489298,184.44782460088814,216.3631207022121,241.20530674095875,117.65202930676547,163.98170629676957,193.42440383777844,220.9886874932742,okay

